Incident ID,Country,Country_ID,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Attack_typeID
1569,China,1,2021,SQL Injection,Healthcare,57.2,328454,Nation-state,Zero-day,VPN,10,36
1570,Russia,7,2018,DDoS,Education,13.13,510702,Hacker Group,Weak Passwords,Firewall,15,97
1571,Australia,6,2015,Man-in-the-Middle,Education,20.96,248083,Hacker Group,Social Engineering,Encryption,70,73
1572,Brazil,8,2023,DDoS,Government,42.75,746425,Unknown,Zero-day,VPN,24,38
1573,Japan,9,2018,Ransomware,Education,82.89,336607,Unknown,Zero-day,AI-based Detection,17,115
1574,Brazil,8,2021,Ransomware,Government,21.21,570810,Insider,Social Engineering,Firewall,72,54
1575,France,5,2020,Malware,Banking,12.25,162930,Insider,Unpatched Software,Firewall,13,70
1576,Japan,9,2015,SQL Injection,Education,61.87,244406,Nation-state,Social Engineering,VPN,43,96
1577,Japan,9,2016,DDoS,Education,71.12,604557,Nation-state,Social Engineering,Encryption,20,14
1578,Germany,4,2024,Man-in-the-Middle,Education,26.58,313397,Hacker Group,Social Engineering,AI-based Detection,36,62
1579,Australia,6,2023,Malware,Retail,5.24,696902,Nation-state,Unpatched Software,Encryption,21,93
1580,UK,3,2024,Phishing,Banking,30.39,156576,Hacker Group,Unpatched Software,VPN,72,1
1581,UK,3,2020,Phishing,Healthcare,66.55,843310,Hacker Group,Zero-day,Antivirus,71,31
1582,China,1,2016,DDoS,Telecommunications,83.02,281862,Insider,Social Engineering,AI-based Detection,4,18
1583,India,2,2024,Ransomware,IT,88.23,526308,Insider,Unpatched Software,Antivirus,23,71
1584,Russia,7,2018,DDoS,IT,5.18,826924,Insider,Social Engineering,VPN,35,22
1585,China,1,2024,DDoS,IT,13.77,928751,Insider,Social Engineering,Encryption,26,14
1586,China,1,2021,Ransomware,Education,21.9,304804,Hacker Group,Weak Passwords,AI-based Detection,53,100
1587,Brazil,8,2024,Man-in-the-Middle,Education,34.42,960625,Nation-state,Weak Passwords,Firewall,48,116
1588,France,5,2019,Ransomware,Government,57.9,264088,Unknown,Weak Passwords,AI-based Detection,28,100
1589,Australia,6,2022,Phishing,Healthcare,61.97,633750,Insider,Unpatched Software,Antivirus,45,55
1590,China,1,2021,Ransomware,Healthcare,56.11,255531,Unknown,Social Engineering,Firewall,17,54
1591,Australia,6,2018,Ransomware,Banking,50.64,874035,Insider,Unpatched Software,Antivirus,38,71
1592,USA,10,2017,DDoS,Healthcare,64.99,632431,Insider,Zero-day,VPN,55,38
1593,Brazil,8,2018,Ransomware,Education,69.04,939146,Nation-state,Zero-day,Firewall,56,12
1594,India,2,2022,Man-in-the-Middle,Retail,13.82,633855,Hacker Group,Social Engineering,Antivirus,37,6
1595,Australia,6,2016,Malware,Government,22.48,686176,Nation-state,Zero-day,Firewall,62,50
1596,China,1,2022,Malware,Retail,11.31,561807,Unknown,Zero-day,Antivirus,17,86
1597,India,2,2023,SQL Injection,Government,60.53,15768,Unknown,Zero-day,VPN,66,36
1598,Germany,4,2019,Malware,Healthcare,98.45,32423,Hacker Group,Weak Passwords,Antivirus,45,46
1599,China,1,2021,SQL Injection,IT,97.06,329378,Nation-state,Weak Passwords,VPN,61,117
1600,India,2,2020,Phishing,Healthcare,64.7,541451,Hacker Group,Weak Passwords,Encryption,17,95
1601,China,1,2020,Man-in-the-Middle,Education,1.05,255393,Unknown,Unpatched Software,Encryption,71,37
1602,Japan,9,2017,Phishing,Government,89.97,141115,Hacker Group,Zero-day,AI-based Detection,9,23
1603,India,2,2015,Man-in-the-Middle,Telecommunications,48.58,358210,Nation-state,Zero-day,AI-based Detection,11,45
1604,Japan,9,2023,Man-in-the-Middle,Education,16.42,60322,Insider,Zero-day,VPN,22,84
1605,China,1,2019,Ransomware,Government,15.42,555153,Unknown,Zero-day,Encryption,11,88
1606,India,2,2018,SQL Injection,Healthcare,47.15,98266,Insider,Social Engineering,Firewall,18,58
1607,Russia,7,2019,Man-in-the-Middle,IT,52.8,633511,Insider,Zero-day,VPN,58,84
1608,UK,3,2015,Man-in-the-Middle,Banking,64.88,976213,Unknown,Social Engineering,Firewall,28,94
1609,Brazil,8,2016,DDoS,Telecommunications,94.1,838739,Unknown,Social Engineering,VPN,21,22
1610,China,1,2023,Ransomware,IT,23.18,367503,Nation-state,Weak Passwords,Encryption,17,120
1611,China,1,2018,Ransomware,Education,17.44,598614,Insider,Social Engineering,VPN,59,20
1612,France,5,2022,Phishing,Retail,22.72,629571,Hacker Group,Unpatched Software,VPN,41,1
1613,Japan,9,2021,Man-in-the-Middle,Education,69.99,834355,Nation-state,Unpatched Software,AI-based Detection,71,16
1614,USA,10,2020,Man-in-the-Middle,IT,87.88,731495,Nation-state,Unpatched Software,Antivirus,3,66
1615,UK,3,2020,SQL Injection,Retail,69.91,354637,Insider,Social Engineering,VPN,63,96
1616,USA,10,2020,Ransomware,Banking,27.45,60428,Nation-state,Weak Passwords,Antivirus,27,19
1617,China,1,2024,DDoS,Retail,13.17,95351,Nation-state,Unpatched Software,Antivirus,11,63
1618,Brazil,8,2020,Phishing,Retail,50.99,826159,Insider,Weak Passwords,VPN,3,32
1619,France,5,2020,SQL Injection,Healthcare,66.92,234301,Insider,Zero-day,AI-based Detection,32,111
1620,UK,3,2020,Phishing,Healthcare,39.47,551014,Nation-state,Social Engineering,Firewall,71,69
1621,Brazil,8,2017,SQL Injection,Telecommunications,4.35,809757,Nation-state,Social Engineering,VPN,61,96
1622,UK,3,2017,Malware,Healthcare,24.06,612319,Unknown,Social Engineering,Antivirus,47,26
1623,UK,3,2015,Phishing,Telecommunications,21.8,312051,Nation-state,Unpatched Software,VPN,41,1
1624,USA,10,2018,Phishing,Banking,89.74,279786,Insider,Zero-day,VPN,46,10
1625,Australia,6,2016,Phishing,Government,72.34,847817,Hacker Group,Social Engineering,Firewall,13,69
1626,Australia,6,2016,Man-in-the-Middle,Education,37.48,382682,Nation-state,Zero-day,Firewall,12,33
1627,USA,10,2021,Phishing,IT,38.2,159917,Insider,Zero-day,Antivirus,47,31
1628,France,5,2023,Man-in-the-Middle,Government,85.85,841548,Unknown,Zero-day,Firewall,68,33
1629,Japan,9,2017,DDoS,Healthcare,5.5,751586,Nation-state,Social Engineering,AI-based Detection,24,18
1630,Germany,4,2024,Man-in-the-Middle,Banking,53.51,680154,Nation-state,Zero-day,Firewall,2,33
1631,France,5,2023,Phishing,Education,37.38,978508,Insider,Weak Passwords,Firewall,42,75
1632,Germany,4,2020,Man-in-the-Middle,IT,84.55,392247,Unknown,Zero-day,Antivirus,7,80
1633,Russia,7,2023,SQL Injection,Retail,34.87,446911,Unknown,Weak Passwords,Firewall,25,118
1634,Australia,6,2023,Ransomware,IT,17.26,777799,Insider,Weak Passwords,Firewall,2,68
1635,Australia,6,2016,Ransomware,Healthcare,82.99,799581,Nation-state,Zero-day,AI-based Detection,50,115
1636,Germany,4,2015,Man-in-the-Middle,Retail,85.34,819676,Hacker Group,Zero-day,Antivirus,59,80
1637,Japan,9,2023,SQL Injection,Telecommunications,31.46,192430,Nation-state,Unpatched Software,AI-based Detection,49,11
1638,UK,3,2016,DDoS,Telecommunications,74.5,735,Hacker Group,Unpatched Software,Firewall,69,9
1639,USA,10,2023,Ransomware,Healthcare,12.79,654947,Insider,Social Engineering,Encryption,23,109
1640,USA,10,2018,DDoS,Banking,10.01,327826,Hacker Group,Social Engineering,AI-based Detection,35,18
1641,France,5,2016,Man-in-the-Middle,Healthcare,23.99,106126,Unknown,Weak Passwords,Antivirus,19,52
1642,Russia,7,2022,Man-in-the-Middle,IT,34.57,46493,Insider,Unpatched Software,Encryption,62,37
1643,Japan,9,2021,Man-in-the-Middle,Education,15.78,733307,Nation-state,Social Engineering,Firewall,29,94
1644,France,5,2015,Malware,Government,71.91,789673,Unknown,Weak Passwords,Antivirus,31,46
1645,China,1,2017,Ransomware,Education,64.93,159061,Insider,Weak Passwords,Firewall,12,68
1646,China,1,2020,Phishing,Education,6.35,80748,Hacker Group,Zero-day,Encryption,8,15
1647,UK,3,2020,Man-in-the-Middle,IT,85.85,697536,Unknown,Social Engineering,AI-based Detection,72,62
1648,Brazil,8,2019,SQL Injection,Healthcare,46.5,748146,Insider,Weak Passwords,AI-based Detection,13,107
1649,Russia,7,2020,Man-in-the-Middle,Telecommunications,64.39,803579,Unknown,Weak Passwords,VPN,1,3
1650,France,5,2021,Phishing,Retail,13.47,537683,Insider,Unpatched Software,VPN,41,1
1651,France,5,2020,DDoS,Retail,40.72,743271,Nation-state,Social Engineering,Firewall,10,49
1652,Australia,6,2018,Malware,Telecommunications,36.01,215231,Unknown,Zero-day,AI-based Detection,49,29
1653,UK,3,2022,Phishing,Banking,57.89,135941,Nation-state,Social Engineering,AI-based Detection,7,101
1654,USA,10,2017,Phishing,IT,7.95,362478,Hacker Group,Zero-day,Encryption,67,15
1655,Russia,7,2022,DDoS,Education,13.89,537149,Nation-state,Unpatched Software,VPN,54,7
1656,China,1,2016,SQL Injection,Retail,96.28,162061,Insider,Zero-day,Firewall,32,119
1657,China,1,2016,Ransomware,Banking,94.63,455702,Hacker Group,Weak Passwords,Antivirus,5,19
1658,UK,3,2021,Ransomware,Telecommunications,13.26,448367,Nation-state,Social Engineering,AI-based Detection,7,4
1659,France,5,2019,Malware,Retail,21.92,603904,Nation-state,Unpatched Software,Firewall,38,70
1660,France,5,2016,Malware,IT,81.81,331741,Hacker Group,Social Engineering,Antivirus,29,26
1661,Japan,9,2023,Ransomware,Education,58.79,983506,Hacker Group,Social Engineering,AI-based Detection,35,4
1662,China,1,2015,Phishing,Retail,14.72,914743,Insider,Social Engineering,AI-based Detection,69,101
1663,Germany,4,2022,Malware,Banking,59.7,258587,Insider,Social Engineering,VPN,7,74
1664,Brazil,8,2020,Man-in-the-Middle,Retail,16.26,527964,Insider,Zero-day,Firewall,28,33
1665,Brazil,8,2015,Phishing,Banking,29.61,593384,Unknown,Zero-day,Firewall,65,48
1666,UK,3,2023,Malware,IT,82.38,386972,Insider,Unpatched Software,AI-based Detection,56,67
1667,China,1,2017,DDoS,Healthcare,96.49,644339,Insider,Unpatched Software,Antivirus,71,63
1668,Brazil,8,2024,DDoS,Healthcare,76.39,782425,Insider,Weak Passwords,Encryption,13,60
1669,Russia,7,2024,SQL Injection,Banking,79.98,84185,Nation-state,Weak Passwords,VPN,2,117
1670,UK,3,2022,Malware,Healthcare,91.65,337120,Insider,Weak Passwords,Firewall,59,98
1671,UK,3,2020,Phishing,Banking,3.84,241282,Hacker Group,Social Engineering,Encryption,55,44
1672,China,1,2023,DDoS,Healthcare,97.15,734819,Unknown,Unpatched Software,AI-based Detection,50,13
1673,Australia,6,2024,DDoS,Healthcare,77.04,8517,Hacker Group,Weak Passwords,Encryption,4,60
1674,UK,3,2018,Man-in-the-Middle,Government,91.52,865257,Nation-state,Social Engineering,VPN,19,5
1675,Germany,4,2023,SQL Injection,Education,37.4,662428,Insider,Weak Passwords,AI-based Detection,4,107
1676,China,1,2020,Malware,Healthcare,11.89,646567,Insider,Unpatched Software,VPN,15,24
1677,USA,10,2019,DDoS,Telecommunications,43.29,266748,Unknown,Unpatched Software,Antivirus,30,63
1678,USA,10,2022,Ransomware,Retail,92.88,771367,Hacker Group,Social Engineering,Firewall,5,54
1679,USA,10,2020,DDoS,Banking,99.81,948174,Unknown,Social Engineering,AI-based Detection,4,18
1680,Brazil,8,2017,DDoS,Healthcare,62.74,460264,Unknown,Social Engineering,Firewall,9,49
1681,USA,10,2017,DDoS,Government,96.89,794147,Unknown,Unpatched Software,Antivirus,4,63
1682,France,5,2015,SQL Injection,IT,43.86,72222,Unknown,Weak Passwords,Firewall,64,118
1683,France,5,2020,DDoS,Telecommunications,66.27,995231,Nation-state,Weak Passwords,Firewall,53,97
1684,Japan,9,2021,Malware,Retail,90.8,841766,Nation-state,Social Engineering,AI-based Detection,16,61
1685,Russia,7,2015,Man-in-the-Middle,IT,95.04,566542,Unknown,Weak Passwords,Firewall,58,116
1686,UK,3,2022,Malware,Healthcare,12.67,781284,Hacker Group,Weak Passwords,Firewall,11,98
1687,UK,3,2021,Phishing,IT,89.59,361270,Nation-state,Weak Passwords,VPN,31,32
1688,India,2,2022,Malware,Telecommunications,97.03,404834,Hacker Group,Zero-day,VPN,62,92
1689,China,1,2023,DDoS,Government,53.46,374484,Unknown,Unpatched Software,Antivirus,46,63
1690,Australia,6,2020,SQL Injection,IT,21.02,681476,Unknown,Weak Passwords,VPN,6,117
1691,India,2,2019,SQL Injection,Retail,15.39,514826,Hacker Group,Unpatched Software,Firewall,72,65
1692,Japan,9,2022,Malware,Education,97.32,742866,Nation-state,Social Engineering,Encryption,61,76
1693,UK,3,2016,Ransomware,Healthcare,61.66,639896,Hacker Group,Social Engineering,VPN,63,20
1694,Australia,6,2022,SQL Injection,IT,15.29,42346,Hacker Group,Unpatched Software,VPN,33,99
1695,Japan,9,2019,Malware,Telecommunications,5.88,235399,Unknown,Social Engineering,Antivirus,21,26
1696,USA,10,2015,Man-in-the-Middle,Retail,24.93,448426,Nation-state,Weak Passwords,VPN,36,3
1697,France,5,2020,Ransomware,Retail,97.37,467137,Nation-state,Social Engineering,Encryption,14,109
1698,Japan,9,2017,SQL Injection,Education,11.49,364107,Hacker Group,Social Engineering,AI-based Detection,28,28
1699,India,2,2022,Man-in-the-Middle,Government,4.05,357898,Hacker Group,Social Engineering,Firewall,27,94
1700,China,1,2016,DDoS,Banking,76.9,605118,Insider,Social Engineering,Firewall,30,49
1701,Russia,7,2022,Man-in-the-Middle,Education,96.44,106169,Nation-state,Unpatched Software,Encryption,28,37
1702,France,5,2016,Ransomware,Healthcare,34.29,157547,Insider,Unpatched Software,AI-based Detection,29,87
1703,Brazil,8,2022,SQL Injection,Healthcare,56.63,242677,Insider,Social Engineering,Encryption,21,81
1704,China,1,2016,SQL Injection,Banking,63.67,385872,Insider,Zero-day,Firewall,50,119
1705,Germany,4,2018,DDoS,Retail,80.85,148209,Insider,Weak Passwords,Antivirus,54,39
1706,Japan,9,2022,DDoS,Healthcare,9.5,387457,Nation-state,Weak Passwords,VPN,61,90
1707,Russia,7,2023,Malware,IT,47.22,404004,Nation-state,Social Engineering,Encryption,58,76
1708,UK,3,2018,Ransomware,Retail,28.98,981029,Nation-state,Weak Passwords,Antivirus,42,19
1709,France,5,2017,Malware,Telecommunications,96.63,389525,Unknown,Zero-day,Antivirus,32,86
1710,India,2,2019,SQL Injection,IT,43.97,764974,Nation-state,Weak Passwords,VPN,18,117
1711,India,2,2017,Man-in-the-Middle,Healthcare,91.4,621971,Nation-state,Weak Passwords,AI-based Detection,49,108
1712,Brazil,8,2024,SQL Injection,IT,53.71,680584,Insider,Zero-day,AI-based Detection,5,111
1713,China,1,2018,SQL Injection,Education,15.36,907858,Nation-state,Social Engineering,Encryption,47,81
1714,Russia,7,2021,SQL Injection,Banking,80.68,983047,Hacker Group,Unpatched Software,Antivirus,19,41
1715,France,5,2015,Malware,Government,17.3,610049,Hacker Group,Social Engineering,AI-based Detection,37,61
1716,India,2,2021,SQL Injection,IT,52.16,100105,Unknown,Zero-day,Firewall,56,119
1717,USA,10,2023,SQL Injection,Government,89.46,59398,Hacker Group,Zero-day,Antivirus,8,89
1718,USA,10,2023,Malware,Banking,35.91,91974,Hacker Group,Zero-day,AI-based Detection,41,29
1719,Brazil,8,2019,Ransomware,Healthcare,9.32,785564,Insider,Unpatched Software,Antivirus,70,71
1720,China,1,2023,Phishing,Banking,15.21,597516,Nation-state,Unpatched Software,Antivirus,15,55
1721,UK,3,2019,Ransomware,IT,17.98,799372,Hacker Group,Zero-day,AI-based Detection,14,115
1722,France,5,2018,SQL Injection,Banking,32.84,77096,Unknown,Weak Passwords,VPN,29,117
1723,Brazil,8,2023,Man-in-the-Middle,Retail,59.18,610786,Nation-state,Social Engineering,AI-based Detection,31,62
1724,Japan,9,2021,SQL Injection,Telecommunications,28.33,667271,Insider,Weak Passwords,Firewall,22,118
1725,China,1,2023,Phishing,Banking,33.27,133315,Nation-state,Weak Passwords,AI-based Detection,25,43
1726,Brazil,8,2019,SQL Injection,Government,24.93,381105,Unknown,Weak Passwords,Encryption,3,64
1727,UK,3,2020,Ransomware,Banking,98.07,795120,Unknown,Social Engineering,Firewall,42,54
1728,Russia,7,2017,SQL Injection,Healthcare,67.13,198285,Nation-state,Unpatched Software,Encryption,56,30
1729,India,2,2023,DDoS,Government,34.46,580270,Unknown,Unpatched Software,Firewall,35,9
1730,UK,3,2018,Ransomware,Retail,45.67,277410,Hacker Group,Social Engineering,Firewall,42,54
1731,Australia,6,2022,Man-in-the-Middle,Government,38.29,793946,Nation-state,Weak Passwords,Firewall,12,116
1732,Australia,6,2019,Ransomware,Banking,15.21,126770,Insider,Weak Passwords,Encryption,67,120
1733,Australia,6,2016,Phishing,IT,55.18,66776,Unknown,Zero-day,Encryption,29,15
1734,China,1,2018,DDoS,Telecommunications,83.5,434797,Insider,Social Engineering,Antivirus,21,112
1735,France,5,2024,SQL Injection,Retail,3.07,901137,Nation-state,Zero-day,Antivirus,10,89
1736,Australia,6,2020,Man-in-the-Middle,Banking,34.59,427407,Unknown,Unpatched Software,Encryption,47,37
1737,USA,10,2021,Phishing,Banking,28.75,959107,Unknown,Zero-day,Antivirus,35,31
1738,Russia,7,2017,Man-in-the-Middle,IT,55.23,12439,Nation-state,Weak Passwords,Firewall,20,116
1739,Germany,4,2021,Man-in-the-Middle,Banking,14.45,292854,Nation-state,Unpatched Software,AI-based Detection,14,16
1740,USA,10,2023,Malware,Banking,66.06,189116,Insider,Social Engineering,AI-based Detection,53,61
1741,USA,10,2017,Phishing,Telecommunications,19.6,889404,Unknown,Weak Passwords,Firewall,60,75
1742,USA,10,2017,Man-in-the-Middle,Retail,58.98,566242,Nation-state,Social Engineering,VPN,63,5
1743,Brazil,8,2015,SQL Injection,IT,86.67,694491,Unknown,Unpatched Software,Firewall,65,65
1744,Australia,6,2015,DDoS,Education,51.54,297721,Nation-state,Weak Passwords,Antivirus,29,39
1745,China,1,2024,SQL Injection,Education,13.61,394335,Unknown,Zero-day,Encryption,43,102
1746,Japan,9,2016,Man-in-the-Middle,IT,57.14,590262,Insider,Unpatched Software,Antivirus,15,66
1747,Germany,4,2015,DDoS,IT,91.79,846200,Unknown,Social Engineering,AI-based Detection,26,18
1748,Japan,9,2017,Phishing,Telecommunications,89.85,44385,Hacker Group,Weak Passwords,AI-based Detection,18,43
1749,UK,3,2021,Phishing,Banking,44.7,408446,Insider,Social Engineering,VPN,43,47
1750,UK,3,2023,DDoS,Education,54,806965,Insider,Social Engineering,AI-based Detection,56,18
1751,Russia,7,2018,Ransomware,Education,79.93,587346,Hacker Group,Social Engineering,Antivirus,39,83
1752,Japan,9,2015,Phishing,Education,2.43,552342,Unknown,Zero-day,VPN,62,10
1753,France,5,2019,DDoS,Education,66.65,47104,Insider,Social Engineering,VPN,5,22
1754,USA,10,2016,DDoS,Retail,13.83,586557,Hacker Group,Social Engineering,AI-based Detection,37,18
1755,Russia,7,2017,Malware,Government,2.65,500857,Hacker Group,Zero-day,VPN,35,92
1756,USA,10,2022,Man-in-the-Middle,Banking,65.51,977913,Hacker Group,Weak Passwords,Antivirus,70,52
1757,France,5,2021,Malware,Telecommunications,68.64,894858,Hacker Group,Social Engineering,Firewall,19,17
1758,UK,3,2018,Man-in-the-Middle,IT,75.81,574089,Unknown,Unpatched Software,Firewall,32,78
1759,USA,10,2015,DDoS,Healthcare,62.99,232622,Nation-state,Weak Passwords,Antivirus,33,39
1760,India,2,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43,59
1761,Australia,6,2024,SQL Injection,IT,98.31,694333,Insider,Unpatched Software,VPN,48,99
1762,India,2,2017,Ransomware,Government,38.87,968822,Nation-state,Weak Passwords,Antivirus,25,19
1763,Brazil,8,2015,DDoS,Banking,18.87,976838,Unknown,Weak Passwords,Firewall,65,97
1764,Australia,6,2019,DDoS,Education,54.63,22739,Insider,Unpatched Software,Firewall,44,9
1765,UK,3,2015,Man-in-the-Middle,Retail,7.92,657442,Nation-state,Social Engineering,Firewall,29,94
1766,Brazil,8,2018,Phishing,Education,57.59,257681,Nation-state,Zero-day,Antivirus,40,31
1767,Japan,9,2021,Man-in-the-Middle,Retail,9.97,536471,Hacker Group,Weak Passwords,Encryption,72,113
1768,France,5,2015,Ransomware,IT,84.02,824619,Unknown,Social Engineering,Firewall,21,54
1769,Russia,7,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43,117
1770,Japan,9,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14,75
1771,China,1,2021,Man-in-the-Middle,Telecommunications,66.61,596341,Insider,Weak Passwords,AI-based Detection,9,108
1772,Brazil,8,2020,Malware,Retail,89.71,529588,Nation-state,Weak Passwords,AI-based Detection,65,40
1773,Germany,4,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5,33
1774,Brazil,8,2020,Phishing,Banking,21.65,434936,Hacker Group,Zero-day,Encryption,24,15
1775,Japan,9,2019,Malware,IT,33.61,52191,Nation-state,Weak Passwords,Antivirus,72,46
1776,Australia,6,2015,Malware,Banking,8.24,242247,Insider,Social Engineering,Antivirus,29,26
1777,Brazil,8,2020,Phishing,Banking,34.5,372427,Insider,Weak Passwords,VPN,72,32
1778,Brazil,8,2021,Ransomware,Healthcare,67.25,796351,Nation-state,Weak Passwords,AI-based Detection,21,100
1779,Japan,9,2020,SQL Injection,Telecommunications,38.29,505831,Hacker Group,Social Engineering,Encryption,40,81
1780,Germany,4,2020,Malware,Government,32.59,743344,Insider,Zero-day,VPN,4,92
1781,China,1,2017,Phishing,Healthcare,70.4,651809,Unknown,Unpatched Software,Firewall,17,53
1782,Brazil,8,2023,SQL Injection,Telecommunications,31.54,839281,Insider,Weak Passwords,Encryption,25,64
1783,Brazil,8,2018,SQL Injection,Retail,84.79,99876,Insider,Unpatched Software,Firewall,56,65
1784,UK,3,2016,SQL Injection,Telecommunications,98.39,836521,Insider,Weak Passwords,Firewall,19,118
1785,Japan,9,2022,SQL Injection,Retail,43.73,392831,Nation-state,Weak Passwords,AI-based Detection,71,107
1786,China,1,2015,Ransomware,Government,86.88,99312,Unknown,Zero-day,AI-based Detection,60,115
1787,Japan,9,2017,Malware,Education,26.24,945147,Insider,Zero-day,AI-based Detection,20,29
1788,USA,10,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28,104
1789,Brazil,8,2016,Malware,Retail,76.81,670642,Unknown,Unpatched Software,AI-based Detection,10,67
1790,USA,10,2016,Malware,Banking,36.2,194553,Hacker Group,Social Engineering,AI-based Detection,48,61
1791,China,1,2022,Ransomware,Education,49.56,257224,Hacker Group,Social Engineering,Firewall,46,54
1792,India,2,2019,DDoS,Banking,58.96,891815,Unknown,Weak Passwords,Antivirus,19,39
1793,China,1,2020,Ransomware,Banking,98.05,168617,Hacker Group,Unpatched Software,VPN,16,56
1794,UK,3,2016,Ransomware,Government,83.67,701152,Nation-state,Social Engineering,Firewall,53,54
1795,USA,10,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28,111
1796,UK,3,2024,Man-in-the-Middle,Government,86.74,658712,Hacker Group,Unpatched Software,VPN,25,77
1797,China,1,2022,DDoS,Retail,77.74,642501,Hacker Group,Zero-day,AI-based Detection,19,35
1798,Australia,6,2017,Malware,Banking,92.65,817255,Hacker Group,Weak Passwords,Antivirus,62,46
1799,China,1,2021,Ransomware,Government,5.96,92237,Nation-state,Weak Passwords,AI-based Detection,47,100
1800,Australia,6,2023,Man-in-the-Middle,Telecommunications,66.91,156195,Nation-state,Unpatched Software,Firewall,58,78
1801,India,2,2016,Man-in-the-Middle,IT,23.38,618125,Nation-state,Zero-day,VPN,16,84
1802,Australia,6,2021,Man-in-the-Middle,Banking,82.04,828293,Insider,Weak Passwords,Antivirus,64,52
1803,Brazil,8,2017,Malware,Telecommunications,6.09,436100,Unknown,Zero-day,Encryption,12,59
1804,USA,10,2020,DDoS,Retail,14.12,787194,Unknown,Zero-day,VPN,51,38
1805,France,5,2021,Phishing,Retail,31.52,380086,Nation-state,Social Engineering,Encryption,65,44
1806,India,2,2024,Malware,Healthcare,13.74,330581,Unknown,Zero-day,AI-based Detection,54,29
1807,Australia,6,2017,SQL Injection,IT,99.99,672966,Hacker Group,Zero-day,Firewall,13,119
1808,India,2,2022,Malware,Telecommunications,19.56,772330,Hacker Group,Unpatched Software,Encryption,20,93
1809,Japan,9,2018,Man-in-the-Middle,Telecommunications,81.61,255844,Insider,Unpatched Software,Encryption,8,37
1810,Germany,4,2017,Ransomware,Government,80.7,107009,Nation-state,Social Engineering,Encryption,67,109
1811,Japan,9,2020,SQL Injection,Retail,10.41,872095,Nation-state,Unpatched Software,Firewall,44,65
1812,France,5,2015,DDoS,Banking,85.36,50427,Hacker Group,Zero-day,Encryption,5,27
1813,USA,10,2017,Phishing,Retail,15.24,599197,Unknown,Zero-day,AI-based Detection,8,23
1814,Brazil,8,2022,Malware,Telecommunications,40.08,459643,Nation-state,Weak Passwords,Antivirus,10,46
1815,China,1,2021,DDoS,Telecommunications,10.2,950257,Nation-state,Weak Passwords,AI-based Detection,61,34
1816,Australia,6,2022,Phishing,Healthcare,72.53,496317,Hacker Group,Weak Passwords,Antivirus,62,21
1817,Brazil,8,2017,Man-in-the-Middle,Healthcare,96.36,596078,Hacker Group,Weak Passwords,Encryption,10,113
1818,Brazil,8,2019,Ransomware,Banking,88.63,701522,Insider,Social Engineering,VPN,10,20
1819,India,2,2015,Man-in-the-Middle,Healthcare,37.15,357124,Nation-state,Weak Passwords,Antivirus,31,52
1820,Germany,4,2022,SQL Injection,Government,47.92,112688,Nation-state,Social Engineering,VPN,15,96
1821,India,2,2018,Phishing,Retail,14.46,743107,Hacker Group,Social Engineering,VPN,49,47
1822,India,2,2022,Man-in-the-Middle,Banking,32.47,947465,Unknown,Unpatched Software,AI-based Detection,69,16
1823,Japan,9,2019,Ransomware,Government,81.97,358572,Hacker Group,Weak Passwords,VPN,48,110
1824,India,2,2024,Malware,IT,92.08,430701,Hacker Group,Unpatched Software,VPN,54,24
1825,Russia,7,2021,DDoS,Banking,94.48,281900,Hacker Group,Zero-day,Antivirus,1,79
1826,Australia,6,2021,Malware,IT,84.74,391257,Hacker Group,Zero-day,AI-based Detection,66,29
1827,China,1,2019,Man-in-the-Middle,Banking,81.8,277875,Nation-state,Social Engineering,Antivirus,43,6
1828,Japan,9,2015,DDoS,IT,33.27,207244,Hacker Group,Zero-day,Antivirus,38,79
1829,India,2,2018,Malware,Healthcare,66.96,294133,Insider,Social Engineering,VPN,20,74
1830,Brazil,8,2023,Ransomware,Telecommunications,71.4,66852,Hacker Group,Weak Passwords,VPN,58,110
1831,China,1,2024,Ransomware,Telecommunications,67.47,54722,Nation-state,Social Engineering,Encryption,13,109
1832,Australia,6,2022,Phishing,Education,17.32,178951,Nation-state,Weak Passwords,Antivirus,26,21
1833,USA,10,2020,Ransomware,Healthcare,17.24,682791,Insider,Social Engineering,Encryption,44,109
1834,Russia,7,2016,SQL Injection,Education,17.05,888205,Nation-state,Weak Passwords,AI-based Detection,38,107
1835,France,5,2022,Phishing,IT,52.19,794901,Insider,Zero-day,VPN,26,10
1836,France,5,2018,DDoS,Government,27.44,978683,Insider,Zero-day,VPN,35,38
1837,Australia,6,2015,Phishing,Telecommunications,73.77,639279,Nation-state,Zero-day,VPN,44,10
1838,UK,3,2020,Malware,Retail,10.94,675338,Hacker Group,Weak Passwords,VPN,54,114
